country_code,country_name,year,env_patent_share_inventions,gdp_constant_2015_usd_lag1,gdp_constant_2015_usd_lag1_3_mean,renewable_energy_share_lag1,renewable_energy_share_lag1_3_mean,wgi_regulatory_quality_lag1,wgi_regulatory_quality_lag1_3_mean,co2_per_capita_ar5_lag1,co2_per_capita_ar5_lag1_3_mean,fdi_net_inflows_lag1,fdi_net_inflows_lag1_3_mean,tertiary_enrollment_lag1,tertiary_enrollment_lag1_3_mean,env_technology_rta_lag1,env_technology_rta_lag1_3_mean,scientific_journal_articles_lag1,scientific_journal_articles_lag1_3_mean,trade_openness_lag1,trade_openness_lag1_3_mean,inflation_lag1,inflation_lag1_3_mean,fossil_energy_share_lag1,fossil_energy_share_lag1_3_mean
ARE,United Arab Emirates,2000,0.002845112,179446782313.38,175903513246.69833,0.1,0.10000000000000002,0.52703625,0.49638445000000003,27.2970466401042,28.553838916751232,-985340000.0,-165083333.33333334,NaN,NaN,4.2040714999999995,5.663939500000001,247.78,283.6266666666667,NaN,NaN,NaN,NaN,95.31355406447256,96.86335936642485
ARE,United Arab Emirates,2001,0.005375477,198921610821.864,184251376280.462,0.1,0.10000000000000002,0.5704525,0.52703625,25.3198800655489,27.01991039084483,-506330000.0,-411336666.6666667,NaN,NaN,0.600697,4.2040715,324.89,297.77666666666664,NaN,NaN,NaN,NaN,93.76374876252028,95.31355406447256
ARE,United Arab Emirates,2002,0.001743831,201704693314.365,193357695483.203,0.1,0.10000000000000002,0.8763736,0.6579541166666667,27.1939982651151,26.603641656922733,1183840000.0,-102610000.0,NaN,NaN,1.50053,2.1017661666666663,376.47,316.38,89.8645799289427,NaN,NaN,NaN,92.213943460568,93.76374876252028
ARE,United Arab Emirates,2003,0.004843084,206613089911.721,202413131349.31665,0.1,0.10000000000000002,1.1822947,0.8763736,26.1619793238318,26.225285884831933,95300000.0,257603333.33333334,NaN,NaN,0.3704233,0.8238834333333335,393.49,364.95,93.0716588147781,NaN,NaN,NaN,92.7030407469135,92.89357765666726
ARE,United Arab Emirates,2004,0.01160177,224796159215.545,211037980813.87698,0.1,0.10000000000000002,1.1073628,1.0553436999999999,25.956044391153,26.4373406600333,4255956430.0,1845032143.3333333,NaN,NaN,0.6089056,0.8266196333333333,546.62,438.85999999999996,102.300169490783,95.0788027448346,NaN,NaN,92.5878836516192,92.50162261970024
ARE,United Arab Emirates,2005,0.01167942,246301141350.818,225903463492.69467,0.1,0.10000000000000002,0.6760348,0.9885641,25.9698706267172,26.029298113900666,10003500000.0,4784918810.0,NaN,NaN,1.624168,0.8678323,563.1,501.07,116.622612523831,103.99814694313069,NaN,NaN,96.2836528771595,93.85819242523071
ARE,United Arab Emirates,2006,0.007524749,258259409529.61,243118903365.32434,0.1,0.10000000000000002,0.5730068,0.7854681333333332,26.2522643034306,26.059393107100266,10899931930.0,8386462786.666667,NaN,NaN,1.483903,1.2389922,718.77,609.4966666666666,119.552871642254,112.82521788562268,NaN,NaN,99.9794221026998,96.28365287715951
ARE,United Arab Emirates,2007,0.008626639,283665213479.189,262741921453.20566,0.1,0.10000000000000002,0.7108516,0.6532977333333334,25.3932243317163,25.871786420621365,12805990470.0,11236474133.333334,NaN,NaN,0.7595094,1.2891934666666667,835.69,705.8533333333334,119.470669577786,118.54871791462365,NaN,NaN,99.7541026983072,98.67239255938883
ARE,United Arab Emirates,2008,0.01763329,292698220662.137,278207614556.9787,0.1,0.10000000000000002,0.7403079,0.6747221,24.382755503246,25.342748046130964,14186521440.0,12630814613.333334,NaN,NaN,0.7936499,1.0123540999999998,788.38,780.9466666666667,136.798152865771,125.27389802860365,NaN,NaN,99.7598254378556,99.83111674628753
ARE,United Arab Emirates,2009,0.0143736,302040668640.587,292801367593.971,0.1,0.10000000000000002,0.8400373,0.7637322666666666,26.0607102012736,25.278896678745298,5062972000.0,10685161303.333334,NaN,NaN,1.17104,0.9080664333333335,906.71,843.5933333333334,148.513544025723,134.92745548975998,12.2504202448139,NaN,99.7852835635948,99.76640389991918
ARE,United Arab Emirates,2010,0.0162435,286204912265.895,293647933856.2063,0.1,0.10000000000000002,0.8210812,0.8004754666666667,24.6511808903397,25.0315488649531,1134288140.0,6794593860.0,NaN,NaN,1.216278,1.0603226333333333,1044.34,913.1433333333333,153.461944358373,146.25788041662233,1.5618131744907,NaN,95.5502867459815,98.36513191581064
ARE,United Arab Emirates,2011,0.02560855,290792347835.845,293012642914.10895,0.1,0.10000000000000002,0.740264,0.8004608333333333,25.0301244367043,25.247338509439203,8796769640.0,4998009926.666667,NaN,NaN,1.102165,1.1631610000000001,1264.69,1071.9133333333332,135.485709128426,145.8203991708407,0.877983288285867,4.8967389025301555,96.61957707152689,97.31838246036773
ARE,United Arab Emirates,2012,0.01509593,310381480913.923,295792913671.88763,0.1,0.10000000000000002,0.8903942,0.8172464666666667,24.9498559934509,24.8770537734983,7152095830.0,5694384536.666667,NaN,NaN,1.563394,1.2939456666666667,1423.22,1244.0833333333333,144.176786868982,144.374813451927,0.87734659568512,1.1057143528205622,97.6888673970723,96.6195770715269
ARE,United Arab Emirates,2013,0.02500885,324917470354.939,308697099701.56903,0.1,0.10000000000000002,0.8455589,0.8254057000000001,25.0303188225095,25.003433084221566,9566651350.0,8505172273.333333,NaN,NaN,0.9442858,1.2032816000000002,1607.36,1431.756666666667,156.637694501481,145.433396832963,0.662268900269008,0.8058662614133317,98.4722939131806,97.59357946059326
ARE,United Arab Emirates,2014,0.02397574,340898464870.844,325399138713.2353,0.1,0.10000000000000002,0.9903687,0.9087739333333333,25.3545579109196,25.111577575626665,9764914530.0,8827887236.666666,NaN,NaN,1.185761,1.2311469333333334,1763.04,1597.8733333333332,157.398083989641,152.73752178670134,1.1011183637571,0.8802446199037427,98.3524948196941,98.17121870998233
ARE,United Arab Emirates,2015,0.03866976,356691886612.605,340835940612.79596,0.1,0.10000000000000002,1.0740464,0.9699913333333333,24.5815838321273,24.9888201885188,11071537020.0,10134367633.333334,NaN,NaN,0.9761494,1.0353987333333332,1814.55,1728.3166666666666,159.515615057764,157.85046451629532,2.34626865671642,1.369885306914176,80.1335449305592,92.31944455447797
ARE,United Arab Emirates,2016,0.01205736,381973042886.317,359854464789.922,0.1,0.10000000000000002,1.1787876,1.0810675666666667,24.3205333372838,24.752225026776898,8550901850.0,9795784466.666666,NaN,NaN,1.395931,1.1859471333333333,2314.25,1963.9466666666667,164.286182737903,160.39996059510267,4.06996608361593,2.5057843680298166,22.5348482610616,67.0069626704383
ARE,United Arab Emirates,2017,0.04538681,403584822847.176,380749917448.6994,0.1,0.10000000000000002,1.0781755,1.1103365,23.7748451471417,24.225654105517595,9604773000.0,9742403956.666666,NaN,NaN,0.5127059,0.9615954333333333,2562.72,2230.5066666666667,165.39501917458,163.065605656749,1.61748808904197,2.67790760979144,NaN,NaN
ARE,United Arab Emirates,2018,0.02428087,399301267917.2,394953044550.23096,0.2,0.13333333333333333,1.1113817,1.1227816,22.1639068763908,23.419761786938768,10354223000.0,9503299283.333334,NaN,NaN,1.523737,1.1441246333333333,2866.45,2581.14,165.476542469815,165.052581460766,1.96682557818842,2.55142658361544,NaN,NaN
ARE,United Arab Emirates,2019,0.03208549,405439194566.321,402775095110.23236,0.3,0.19999999999999998,1.079234,1.0895970666666666,20.0375833141554,21.9921117792293,10385286000.0,10114760666.666666,53.2113281680102,NaN,0.9078497,0.9814308666666666,3080.82,2836.6633333333334,154.747005019293,161.87285555456268,3.06863379251996,2.217649153250117,NaN,NaN
ARE,United Arab Emirates,2020,0.04046751,410593714983.921,405111392489.1473,0.7,0.39999999999999997,1.1457173,1.1121109999999998,20.945786930361,21.04909237363573,17874660000.0,12871389666.666666,53.8814655213653,NaN,1.048103,1.1598965666666665,4137.79,3361.686666666667,163.822152944853,161.34856681132035,-1.93108114782172,1.03479274096222,NaN,NaN
ARE,United Arab Emirates,2021,0.03864921,374899053476.789,396977321009.0103,0.9,0.6333333333333334,1.0663206,1.0970906333333335,20.8141058466097,20.599158697042032,19884470000.0,16048138666.666666,54.9746998074699,54.0224978322818,1.229981,1.0619778999999998,4467.88,3895.4966666666664,181.29188817064,166.62034871159534,-2.07940317940943,-0.3139501782370635,NaN,NaN
ARE,United Arab Emirates,2022,0.02228068,391967404019.489,392486724160.0664,1.0,0.8666666666666666,1.0613347,1.0911242,20.8269278649571,20.862273547309268,20667120000.0,19475416666.666668,56.4520334436146,55.10273292414993,1.664648,1.3142440000000002,5266.62,4624.096666666667,182.909355066597,176.00779872736334,0.179935336174431,-1.276849663685573,NaN,NaN
ARE,United Arab Emirates,2023,0.03206092,421421732891.067,396096063462.4483,NaN,NaN,1.0576162,1.0617571666666665,19.3731459635094,20.338059891692065,22736555480.0,21096048493.333332,60.4188226013954,57.28185195082663,0.7605093,1.2183794333333333,6401.84,5378.78,185.741660982819,183.31430140668533,5.29122604376849,1.130586066844497,NaN,NaN
ARG,Argentina,1999,0.06517205,412766570325.764,392624613853.8107,9.6,9.299999999999999,0.3453943,0.29028365,3.79486518244647,3.66741444577533,7290657132.08156,7799821957.057803,47.9862289428711,NaN,0.4214816,0.6187664,3724.97,3626.093333333333,23.3500279730689,22.730891740844765,NaN,NaN,86.5889688939095,88.66104751699278
ARG,Argentina,2000,0.02845112,398792535409.293,403007539965.3077,8.8,9.366666666666665,0.12122725000000001,0.25230173333333333,3.80302240416156,3.7468929593372398,23987696389.6427,13479541858.056284,49.5107002258301,NaN,1.234227,0.7981727,4017.86,3837.0066666666667,21.3827449624898,22.68965059310087,NaN,NaN,87.567289185349,87.7824162389728
ARG,Argentina,2001,0.01881417,395646066535.875,402401724090.3106,9.8,9.4,-0.1029398,0.12122725000000001,3.67485781688948,3.7575818011658364,10418314339.1428,13898889286.955687,54.0843505859375,50.52709325154623,0.5051192,0.7202759333333333,4231.85,3991.56,22.6224447777343,22.451739237764333,NaN,NaN,88.9688614537143,87.7083731776576
ARG,Argentina,2002,0.009155114,378202665751.853,390880422565.67365,11.5,10.033333333333333,-0.52895545,-0.17022266666666666,3.49042420795313,3.656101476334723,2166136829.76399,12190715852.84983,58.4697608947754,54.021603902181,0.4637198,0.7343553333333332,4356.17,4201.96,21.8522554515453,21.9524817305898,NaN,NaN,88.1323497632881,88.22283346745047
ARG,Argentina,2003,0.03793749,336999433710.193,370282721999.30695,11.6,10.966666666666669,-0.9549711,-0.52895545,3.26103662726385,3.4754395507021534,2148910000.0,4911120389.635596,61.7228813171387,58.092330932617195,0.1841746,0.38433786666666664,4681.53,4423.183333333333,41.7527243585642,28.7424748626146,NaN,NaN,86.5116522119285,87.8709544763103
ARG,Argentina,2004,0.01305199,366780211148.674,360660770203.5733,10.8,11.299999999999999,-0.846393899999999,-0.776773483333333,3.51848864736106,3.42331649419268,1652010000.0,1989018943.2546635,64.0304870605469,61.407709757487,0.7540807,0.46732503333333336,4484.81,4507.503333333333,40.6447480311085,34.749909280406,NaN,NaN,85.6996942186908,86.7812320646358
ARG,Argentina,2005,0.04779165,399898899166.738,367892848008.535,9.3,10.566666666666668,-0.6710565,-0.8241404999999996,3.85579719412006,3.545107489581657,4124710000.0,2641876666.6666665,64.5891418457031,63.44750340779623,0.2948953,0.41105020000000003,4604.3,4590.213333333333,40.692646108947,41.030039499539896,NaN,NaN,87.9335613804311,86.71496927035014
ARG,Argentina,2006,0.04049446,435296589745.339,400658566686.917,9.6,9.9,-0.5984456,-0.7052986666666663,3.91742679391727,3.7639042117994634,5265250000.0,3680656666.6666665,63.4893112182617,64.03631337483723,1.016272,0.6884160000000001,4883.23,4657.446666666667,40.5512709706238,40.629555036893095,NaN,NaN,88.7429296926283,87.45872843058339
ARG,Argentina,2007,0.04591598,470325565798.353,435173684903.4766,9.2,9.366666666666665,-0.6421161,-0.6372060666666667,4.1027920897206,3.95867202591931,5537347786.19331,4975769262.064437,66.9444732666016,65.0076421101888,0.7276531,0.6796068000000001,5574.16,5020.563333333333,40.4334798719151,40.55913231716196,NaN,NaN,91.3111577484447,89.32921627383469
ARG,Argentina,2008,0.05503725,512690850741.56,472771002095.084,7.7,8.833333333333334,-0.6471966,-0.6292527666666666,4.32534235715168,4.115187080263183,6473157762.12915,5758585182.774154,66.6672210693359,65.70033518473306,0.799586,0.8478370333333333,5682.94,5380.11,40.945170618571,40.6433071537033,NaN,NaN,89.0822082089819,89.7120985500183
ARG,Argentina,2009,0.0215604,533491913656.279,505502776732.06396,7.7,8.200000000000001,-0.6633654,-0.6508927,4.43359004127929,4.287241496050523,9725553129.52469,7245352892.615718,68.5610733032227,67.39092254638673,1.072098,0.8664457,6229.5,5828.866666666666,40.4026733790382,40.59377462317477,NaN,NaN,92.1748284131746,90.85606479020039
ARG,Argentina,2010,0.0220745,501917060966.235,516033275121.358,8.6,8.0,-0.779930999999999,-0.6968309999999996,4.03429401041948,4.26440880295015,4017158924.88408,6738623272.179307,70.6931915283203,68.64049530029297,0.4605351,0.7774063666666667,6819.11,6243.849999999999,34.0571269054879,38.468323634365696,NaN,NaN,96.1456734325114,92.46757001822264
ARG,Argentina,2011,0.02169884,552738161802.463,529382378808.3257,8.8,8.366666666666665,-0.7577834,-0.7336932666666663,4.2945461050427,4.25414338558049,11332718626.4344,8358476893.61439,73.803669361107,71.01931139755,0.482332,0.6716550333333333,7153.65,6734.086666666666,34.9710132635696,36.476937849365235,NaN,NaN,93.3868831109177,93.90246165220124
ARG,Argentina,2012,0.04070167,585924294024.785,546859838931.16095,8.8,8.733333333333334,-0.7069559,-0.7482234333333331,4.42921822947444,4.252686114978874,10839930944.6815,8729936165.333326,77.0101185060955,73.8356597985076,0.5818254,0.5082308333333333,7625.07,7199.276666666666,35.2061549999644,34.74476505634063,NaN,NaN,91.9428841304471,93.82514689129205
ARG,Argentina,2013,0.01572351,579910247223.428,572857567683.5586,8.6,8.733333333333333,-0.841032599999999,-0.768590633333333,4.47886128746974,4.40087520732896,15323933916.8241,12498861162.646667,78.1465174294761,76.32010176555953,1.053694,0.7059504666666667,7803.52,7527.413333333333,30.5265423717108,33.5679035450816,NaN,NaN,89.9402874146777,91.7566848853475
ARG,Argentina,2014,0.01941826,593858966307.156,586564502518.4564,8.9,8.766666666666667,-0.835456,-0.7944814999999997,4.53658672333476,4.481555413426313,9821661858.15874,11995175573.221445,78.5681646081939,77.90826684792184,0.4770361,0.7041851666666666,7945.07,7791.22,29.3339290021037,31.6888754579263,NaN,NaN,89.9321041467291,90.60509189728464
ARG,Argentina,2015,0.02012406,578937574935.696,584235596155.4266,9.8,9.100000000000001,-1.012746,-0.896411533333333,4.41674615124171,4.477398054015403,5065335541.96486,10070310438.982567,81.072589697739,79.262423911803,0.6120849,0.7142716666666665,8330.4,8026.329999999999,28.4067936452275,29.422421673014,NaN,NaN,92.3836622192159,90.75201792687425
ARG,Argentina,2016,0.03296935,594749285413.212,589181942218.6881,9.4,9.366666666666667,-0.7973254,-0.8818424666666665,4.51258701954955,4.488639964708674,11758994011.286,8881997137.136534,83.75569332589,81.13214921060764,0.485301,0.5248073333333333,8393.72,8223.063333333334,22.4862260889792,26.7423162454368,NaN,NaN,56.2877376502912,79.5345013387454
ARG,Argentina,2017,0.0246099,582376550428.09,585354470258.9994,9.4,9.533333333333333,-0.2527044,-0.6875919333333332,4.4223010437306,4.450544738173953,3260164341.77393,6694831298.341596,86.6743832906399,83.83422210475631,0.9848045,0.6940634666666666,8601.99,8442.036666666667,26.0938878488799,25.66230252769553,NaN,NaN,NaN,NaN
ARG,Argentina,2018,0.02383314,598790850843.677,591972228894.993,10.4,9.733333333333334,-0.1203619,-0.3901305666666666,4.32102910494897,4.418639056076373,11516861462.2844,8845339938.44811,89.3297346952415,86.58660377059046,0.7868243,0.7523099333333333,8793.98,8596.563333333334,25.2896011376779,24.623238358512328,NaN,NaN,NaN,NaN
ARG,Argentina,2019,0.01691463,583118120294.002,588095173855.2563,10.5,10.1,-0.190133499999999,-0.18773326666666632,4.25075806940885,4.331362739362806,11716769818.7543,8831265207.60421,91.0846512732766,89.02958975305266,0.7172946,0.8296411333333333,9234.47,8876.813333333332,30.7625359549926,27.382008313850132,34.2772237131003,NaN,NaN,NaN
ARG,Argentina,2020,0.02010447,571450737224.442,584453236120.7069,10.7,10.533333333333333,-0.449108299999999,-0.25320123333333266,4.07504069344001,4.2156092892659425,6649187837.98606,9960939706.341587,95.1928240640628,91.8690700108603,0.5438004,0.6826397666666667,9223.65,9084.033333333333,32.6306150458499,29.5609173795068,53.5483043492339,NaN,NaN,NaN
ARG,Argentina,2021,0.00838331,514874343768.066,556481067095.5033,9.8,10.333333333333334,-0.5471843,-0.395475366666666,3.72002854932287,4.0152757707239095,4884127675.95707,7750028444.232476,99.3697348717996,95.21573673637967,0.617334,0.626143,9999.61,9485.910000000002,30.203698807416,31.198949936086166,42.0150947376509,43.28020759999504,NaN,NaN
ARG,Argentina,2022,0.01132002,568636554720.066,551653878570.858,9.2,9.9,-0.584024299999999,-0.5267722999999993,4.09769704597303,3.9642554295786367,6658049679.27727,6063788397.740134,107.219557633976,100.59403885661278,0.3228132,0.4946492,9980.73,9734.663333333332,33.078689567466,31.97100114024397,48.4093786255199,47.990925904134905,NaN,NaN
ARG,Argentina,2023,0.01329449,602872713790.916,562127870759.6826,NaN,NaN,-0.5792423,-0.5701502999999998,4.2953116708492,4.037679088715033,15206087397.3003,8916088250.844881,107.103901423423,104.56439797639952,0.4704085,0.4701852333333334,9122.18,9700.84,31.5801792606256,31.620855878502535,72.430757531824,54.28507696499827,NaN,NaN
ARM,Armenia,1999,0.006517205,3619393601.80914,3419092050.7799964,9.4,10.666666666666666,-0.7898368,-0.7787197999999996,1.08237717168147,0.9673135672499757,232375000.0,100628333.33333333,31.5830402374268,23.378803888956735,NaN,NaN,277.22,290.83666666666664,71.8424518815414,76.53991901865676,8.67248632385157,13.771478695226188,72.1167916276246,66.79704772794366
ARM,Armenia,2002,0.005231494,4339529550.80371,4012595971.3836265,5.4,7.0,-0.39140415,-0.6253494166666668,1.13126595678436,1.0732011430097976,69868500.0,98697000.0,31.3409194946289,32.05227406819663,2.2189673333333335,3.001670666666667,323.2,312.57,69.8642663925336,70.88602525463689,3.1459046468502,1.0010888794619428,71.1695679371304,68.8191103876992
ARM,Armenia,2003,0.0009686168,4912347451.42022,4403767258.293736,8.9,7.166666666666667,-0.0563245,-0.39140415,0.969248078004875,1.069579311152465,110725325.614408,94927441.87146933,33.9618911743164,32.61111068725587,1.436264,2.2189673333333335,319.06,330.09999999999997,73.9845018432309,72.02736615436707,1.06004929341666,1.1383567237773677,61.8023159014819,67.6712097171111
ARM,Armenia,2004,0.008701327,5600076094.6952,4950651032.306377,9.8,8.033333333333333,0.1777389,-0.08999658333333334,1.09058915946583,1.0637010647516882,122852992.703234,101148939.43921399,35.0657081604004,33.456172943115234,0.400848,1.3520264444444443,323.45,321.90333333333336,80.0513676022426,74.63337861266903,4.7215533660534,2.97583576877342,65.7055465065806,66.22581011506429
ARM,Armenia,2005,0.002013693,6188084084.57212,5566835876.895846,8.7,9.133333333333333,0.1844339,0.10194943333333334,1.18777844481658,1.0825385607624283,247140608.495888,160239642.27117667,35.8360900878906,34.95456314086913,2.406189,1.4144336666666666,344.62,329.0433333333333,73.0706339919371,75.70216781247021,6.96126135875795,4.247621339409338,66.8954799603233,64.80111412279527
ARM,Armenia,2006,0.007307271,7048227772.27278,6278795983.8467,6.5,8.333333333333334,0.1206063,0.16092636666666668,1.41835113145182,1.2322395785780766,292073220.164721,220688940.4546143,37.7094497680664,36.2037493387858,0.3620447,1.0563605666666664,394.95,354.34,70.1397385835334,74.42058005923771,0.638928002410097,4.107247575740483,68.0921458776545,66.8977241148528
ARM,Armenia,2007,0.005009016,7978593838.17516,7071635231.673354,7.7,7.633333333333333,0.2208144,0.17528486666666668,1.42166863867481,1.3425994049810699,466531991.901723,335248606.85411066,41.5903587341309,38.37863286336263,1.580672,1.449635233333333,358.51,366.02666666666664,61.0301379818566,68.08017018577569,2.89235662459003,3.497515328586026,67.4895371062125,67.49238764806343
ARM,Armenia,2009,0.005749439,9697605816.5624,8915953616.288706,6.4,7.033333333333334,0.3914686,0.2853438,1.82971073175472,1.6366990898792901,943733059.483284,692645537.8398341,46.5244903564453,44.19023005167643,1.5783814999999999,1.5211664999999999,384.85,383.09,54.5423279613666,57.5158376761793,8.94995335353387,5.416556958189687,73.2776039939887,70.43733376882284
ARM,Armenia,2010,0.002499,8330243396.35924,9033170135.6834,7.8,7.066666666666666,0.4085992,0.3479387333333333,1.46836268754077,1.6522637728346101,760040745.872329,790481789.1633693,49.0897102355957,46.690013885498026,1.752317,1.5783814999999999,438.63,409.7966666666667,57.2742357441995,56.26387026362693,3.40676682683801,5.58802702560568,68.1993569561864,70.6739403854808
ARM,Armenia,2011,0.004691642,8513508751.09706,8847119321.339567,9.4,7.866666666666667,0.3844424,0.39483673333333336,1.41194823962165,1.5700072196390469,529321391.641958,744365065.665857,50.5839875932926,48.7327293951112,0.4028072,1.2445019,493.99,439.1566666666667,64.642975973633,58.81984655973304,8.17636138473951,6.844360521703796,67.395053608524,69.6240048528997
ARM,Armenia,2012,0.008598945,8913643662.28574,8585798603.247348,8.0,8.4,0.3710118,0.3880178,1.61963737243634,1.49998276653292,653219756.472249,647527297.995512,51.2949290708131,50.3228756332338,0.6741637,0.9430959666666666,588.71,507.10999999999996,69.4355736620453,63.78426179329261,7.65000807859294,6.41104543005682,71.5420020719725,69.0454708788943
